city	total_waves	wave_order	peak	indexes	dates	case_numbers
Rio Claro	6	1	35	2,4,4,5,6,7,8,9,11,11,12,14,15,17,18,19,20,21,22,23,24	2020-w15,2020-w17,2020-w17,2020-w18,2020-w20,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w28,2020-w29,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38	1,1,1,2,3,5,13,30,21,21,29,33,27,24,27,18,13,7,10,9,6
Rio Claro	6	2	15	26,30,30,31,32,33,34,35,36,38,41,42,43	2020-w40,2020-w44,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w52,2021-w02,2021-w03,2021-w04	5,1,1,1,3,3,5,10,14,11,29,34,29
Rio Claro	6	3	46	45,46,47,48,49,51,51,53,53,54,56,56,57,59,61,62,63,64,65,66,67,68	2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w15,2021-w17,2021-w17,2021-w18,2021-w20,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29	29,35,37,44,49,46,46,34,34,35,28,28,43,43,52,55,43,25,19,19,18,13
Rio Claro	6	4	8	70,72,72,74,74,76,76,77,78,79,80,82,82,84,87,88,89,90,91,92	2021-w31,2021-w33,2021-w33,2021-w37,2021-w37,2021-w42,2021-w42,2021-w44,2021-w48,2021-w49,2021-w53,2020-w20,2020-w20,2020-w23,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31	10,1,1,2,2,1,1,1,1,1,6,3,3,2,1,3,1,3,1,2
Rio Claro	6	5	5	94,95,96,97,99,99,100,101,102,104,105,106	2020-w33,2020-w34,2020-w35,2020-w36,2020-w39,2020-w39,2020-w42,2020-w43,2020-w44,2020-w46,2020-w48,2020-w49	2,2,2,2,1,1,1,1,2,2,1,6
Rio Claro	6	6	10	108,110,110,111,112,114,114,115,117,117,119,119,120,121,123,123,125,126,128,129,130	2020-w53,2021-w02,2021-w02,2021-w03,2021-w04,2021-w07,2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w12,2021-w13,2021-w14,2021-w16,2021-w16,2021-w18,2021-w19,2021-w22,2021-w23,2021-w24	4,1,1,3,3,1,1,1,1,1,4,4,4,5,10,10,4,2,4,4,2
Ilha Solteira	2	1	6	0,1,3,3,4,5,7,7,8,10,10,12,12,13,14,15,17,18,22,23,24,25	2020-w14,2020-w16,2020-w22,2020-w22,2020-w23,2020-w27,2020-w30,2020-w30,2020-w31,2020-w33,2020-w33,2020-w36,2020-w36,2020-w38,2020-w39,2020-w41,2020-w43,2020-w44,2020-w48,2020-w50,2020-w52,2020-w53	1,2,1,1,1,3,1,1,3,2,2,3,3,3,3,4,4,2,1,3,2,4
Ilha Solteira	2	2	4	27,29,29,30,31,33,33,35,35,37,40,41	2021-w02,2021-w04,2021-w04,2021-w05,2021-w06,2021-w08,2021-w08,2021-w10,2021-w10,2021-w12,2021-w15,2021-w16	4,2,2,4,8,3,3,2,2,2,4,4
Santa Bárbara d'Oeste	3	1	12	0,1,2,3,4,6,7,11,12,13,14,15,16,17,18,19,20,21	2020-w14,2020-w19,2020-w20,2020-w21,2020-w22,2020-w24,2020-w25,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39	1,3,3,3,4,9,8,18,36,26,34,29,19,33,19,18,9,14
Santa Bárbara d'Oeste	3	2	15	23,25,25,26,27,28,29,30,32,32,34,34,36,36,38,45,46,47,48,49	2020-w41,2020-w43,2020-w43,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w04,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15	7,5,5,8,8,10,13,18,17,17,10,10,14,14,13,42,52,48,28,33
Santa Bárbara d'Oeste	3	3	54	51,53,53,55,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75	2021-w17,2021-w19,2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39,2021-w40,2021-w43	30,24,24,46,46,49,49,47,49,39,34,20,8,5,8,2,5,4,2,4,2,2,1,2
Taubaté	5	1	10	0,1,2,3,5,5,6,7,9,10,11,12,13	2020-w11,2020-w12,2020-w13,2020-w14,2020-w16,2020-w16,2020-w17,2020-w18,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24	1,2,3,7,4,4,7,10,7,3,8,3,9
Taubaté	5	2	10	15,18,20,20,21,23,23,25,26,27	2020-w26,2020-w29,2020-w31,2020-w31,2020-w32,2020-w34,2020-w34,2020-w36,2020-w37,2020-w38	10,5,7,7,10,3,3,4,2,6
Taubaté	5	3	6	29,30,32,35,36	2020-w40,2020-w41,2020-w43,2020-w47,2020-w48	4,4,2,4,7
Taubaté	5	4	43	38,39,41,41,42,44,44,46,52,53,54,55,56,57,58,59	2020-w50,2020-w51,2020-w53,2020-w53,2021-w01,2021-w03,2021-w03,2021-w05,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	6,6,6,6,18,39,39,35,81,103,97,82,78,77,74,80
Taubaté	5	5	101	61,63,63,65,66,67,68,69,70,71,72,73,74	2021-w20,2021-w22,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33	81,80,80,71,63,64,40,45,24,18,21,16,12
Matão	3	1	9	0,1,2,3,5,5,6,7,8,10,10,12,12,13,15,16,19,20	2020-w11,2020-w12,2020-w13,2020-w17,2020-w20,2020-w20,2020-w21,2020-w23,2020-w24,2020-w27,2020-w27,2020-w29,2020-w29,2020-w31,2020-w33,2020-w35,2020-w38,2020-w39	1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,2,3,6
Matão	3	2	13	22,24,24,26,26,27,28,29,30,32,32,33,35,35,37,37,38,40,41,42	2020-w41,2020-w43,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w51,2020-w51,2020-w52,2021-w01,2021-w01,2021-w03,2021-w03,2021-w04,2021-w06,2021-w07,2021-w08	2,3,3,2,2,2,2,2,2,2,2,3,1,1,2,2,5,11,9,8
Matão	3	3	7	44,47,48,50,50,52,52,53,55,57,58	2021-w10,2021-w13,2021-w14,2021-w16,2021-w16,2021-w19,2021-w19,2021-w20,2021-w23,2021-w25,2021-w26	5,1,3,1,1,1,1,4,4,4,6
São Vicente	3	1	10	0,1,2,3,4,5,6,8,8,10,10,12,12,14,14,15,17,18,19,20,21,22,23,24,25,26,27,28	2020-w14,2020-w15,2020-w16,2020-w17,2020-w18,2020-w19,2020-w20,2020-w22,2020-w22,2020-w24,2020-w24,2020-w26,2020-w26,2020-w28,2020-w28,2020-w29,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42	1,3,5,6,12,19,23,12,12,8,8,3,3,6,6,9,9,1,16,15,17,11,10,7,7,4,6,5
São Vicente	3	2	6	30,31,33,33,35,36,37,38,39,40	2020-w44,2020-w45,2020-w47,2020-w47,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01	5,5,5,5,4,1,4,3,2,3
São Vicente	3	3	8	42,44,44,45,46,48,48,50,51,52,53,54,55,56,57,58,59,60	2021-w06,2021-w09,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w26,2021-w27	3,2,2,2,8,7,7,7,5,5,3,3,2,4,2,1,4,3
Ipuã	1	1	10	0,2,2,3,5,5,6,7,8,9,10,11,12,14,14,15,17,17,18,19,20,22,22,24,24,26,27,28	2020-w23,2020-w25,2020-w25,2020-w30,2020-w33,2020-w33,2020-w34,2020-w37,2020-w39,2020-w47,2020-w48,2020-w50,2020-w52,2021-w01,2021-w01,2021-w05,2021-w07,2021-w07,2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w16,2021-w17,2021-w18	1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,8,6,6,4,4,3,1,4
Pariquera-Açu	2	1	14	0,2,2,3,5,5,6,7,9,9,10,11,12,13,14,16,16,18,18,19,21,21,23,25,26,27,28,29,30,31	2020-w14,2020-w16,2020-w16,2020-w17,2020-w19,2020-w19,2020-w20,2020-w21,2020-w23,2020-w23,2020-w24,2020-w25,2020-w26,2020-w27,2020-w28,2020-w30,2020-w30,2020-w32,2020-w32,2020-w33,2020-w35,2020-w35,2020-w37,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44,2020-w45	2,1,1,4,1,1,5,7,4,4,7,7,7,10,12,17,17,10,10,12,8,8,12,10,10,6,8,7,1,3
Pariquera-Açu	2	2	4	33,36,38,38,39,41,41,42,44,44,45,46,47,48,50,50,51,53,53,54,55,57,57,58,60,61,62,63,64,65	2020-w47,2020-w50,2020-w52,2020-w52,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w11,2021-w11,2021-w12,2021-w15,2021-w15,2021-w16,2021-w18,2021-w20,2021-w20,2021-w21,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	1,2,2,2,2,4,4,5,2,2,2,3,4,4,2,2,3,1,1,2,4,3,3,3,3,2,7,4,2,2
Itapira	3	1	10	0,2,2,3,5,5,7,7,8,10,10,12,16,17,18,19,20,21,22,23	2020-w13,2020-w20,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w25,2020-w26,2020-w28,2020-w28,2020-w30,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41	1,1,1,1,5,5,4,4,4,6,6,9,11,12,9,6,5,2,5,3
Itapira	3	2	6	25,26,27,28,30,30,31,32,34,34,35,36,38,40,41	2020-w43,2020-w44,2020-w45,2020-w47,2020-w50,2020-w50,2020-w51,2020-w52,2021-w01,2021-w01,2021-w02,2021-w03,2021-w05,2021-w07,2021-w08	2,3,3,3,2,2,3,3,1,1,5,5,5,5,7
Itapira	3	3	20	43,48,49,50,52,52,53,55,55,57,59,60,61,62,63,64	2021-w10,2021-w15,2021-w16,2021-w17,2021-w19,2021-w19,2021-w20,2021-w22,2021-w22,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31	6,7,8,9,7,7,11,15,15,15,11,14,11,9,5,4
Boituva	3	1	10	0,1,2,3,4,5,6,7,9,10,11,12,13,14	2020-w16,2020-w18,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31	1,2,3,3,3,3,3,5,8,5,4,6,3,2
Boituva	3	2	4	16,17,18,19,21,21,22,24,24,25,27,27,28,30,30,32,32,34,34,35,37,38,39	2020-w33,2020-w34,2020-w35,2020-w36,2020-w38,2020-w38,2020-w40,2020-w44,2020-w44,2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w06,2021-w07	1,1,2,3,1,1,2,2,2,2,1,1,3,4,4,2,2,2,2,4,2,1,6
Boituva	3	3	20	41,42,43,45,45,46,47,48,50,50,52,53,54,55,56,57,58,59,60,61,62,63	2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w14,2021-w15,2021-w16,2021-w18,2021-w18,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31	4,4,4,2,2,2,2,7,10,10,19,16,13,13,9,8,5,3,1,3,1,2
Pirassununga	2	1	5	0,1,2,3,4,5,6,8,8,9,11,12,15,16,17,18,19,20,21,22	2020-w13,2020-w16,2020-w18,2020-w19,2020-w20,2020-w21,2020-w23,2020-w26,2020-w26,2020-w28,2020-w30,2020-w31,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41	1,1,1,1,1,1,1,1,1,4,3,2,3,7,6,3,7,6,4,4
Pirassununga	2	2	27	24,25,26,27,29,29,30,32,32,33,35,35,36,37,38,39,41,42,43,44,45,46,47	2020-w44,2020-w47,2020-w48,2020-w49,2020-w52,2020-w52,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	1,1,1,2,1,1,4,2,2,5,3,3,7,10,18,19,19,15,14,9,5,9,6
Salto de Pirapora	3	1	7	0,1,3,3,4,6,6,7,8,9,10,11,12,14,15,16,17,18,19,20	2020-w14,2020-w16,2020-w20,2020-w20,2020-w21,2020-w24,2020-w24,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38	1,1,1,1,1,1,1,3,4,4,4,4,4,4,3,3,2,5,4,6
Salto de Pirapora	3	2	19	22,23,24,25,27,27,28,29,31,31,32,34,34,36,36,38,38,39,40,42,42,44,44,46,47,49,50	2020-w43,2020-w45,2020-w46,2020-w47,2020-w49,2020-w49,2020-w50,2020-w51,2020-w53,2020-w53,2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w07,2021-w07,2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w18,2021-w19	1,1,3,4,2,2,5,5,3,3,11,1,1,6,6,2,2,4,5,12,12,14,14,13,11,10,13
Salto de Pirapora	3	3	15	52,53,55,56,57,58	2021-w21,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27	9,14,11,9,3,2
Buritama	2	1	4	0,1,3,3,4,5,6,7,8,9,11,11,13,13,15,15,16,18,19,20	2020-w16,2020-w18,2020-w22,2020-w22,2020-w24,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w31,2020-w31,2020-w35,2020-w35,2020-w37,2020-w37,2020-w38,2020-w40,2020-w42,2020-w43	1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2
Buritama	2	2	5	22,23,25,25,26,27,29,34,35,36,37,38	2020-w47,2020-w48,2020-w51,2020-w51,2020-w52,2021-w01,2021-w03,2021-w11,2021-w12,2021-w13,2021-w15,2021-w16	1,1,2,2,4,5,2,3,3,1,5,2
Ituverava	4	1	9	0,1,2,3,4,5,6,8,8,10,10,11,12,14,15,16	2020-w15,2020-w16,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w27,2020-w27,2020-w28,2020-w29,2020-w31,2020-w32,2020-w33	1,1,1,1,1,1,2,1,1,1,1,2,5,6,2,4
Ituverava	4	2	7	18,20,20,22,23,25,26,27,28	2020-w35,2020-w37,2020-w37,2020-w39,2020-w40,2020-w42,2020-w43,2020-w45,2020-w46	5,4,4,5,4,2,2,1,4
Ituverava	4	3	18	30,32,32,33,34,35,36,37,39,40,41,42	2020-w49,2020-w52,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w06,2021-w07,2021-w08,2021-w09	3,1,1,1,8,8,9,9,6,4,2,10
Ituverava	4	4	6	44,46,46,47,49,50,51,52,53	2021-w11,2021-w13,2021-w13,2021-w14,2021-w16,2021-w18,2021-w19,2021-w20,2021-w21	6,2,2,4,3,2,10,6,11
Jales	3	1	15	0,1,4,6,6,8,8,9,11,11,13,13,15,15,17,18,19,20,21,22,23,24,25,26	2020-w16,2020-w20,2020-w23,2020-w25,2020-w25,2020-w27,2020-w27,2020-w28,2020-w30,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44,2020-w45	1,1,3,5,5,1,1,5,7,7,12,12,15,15,11,9,5,17,12,15,7,4,3,4
Jales	3	2	15	28,29,30,32,32,34,34,35,37,37,39,39,40,41,42,44,45,46,47,48,49,50	2020-w47,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	4,5,16,10,10,8,8,8,11,11,6,6,7,9,13,11,8,18,17,8,17,10
Jales	3	3	14	52,53,55,55,56,58,60,61,62,63,64,65,66,67,68	2021-w18,2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34	12,12,10,10,14,10,7,11,4,6,5,7,3,1,4
Amparo	4	1	7	0,1,2,3,5,6,7,8,9,10,11,12,13	2020-w13,2020-w18,2020-w19,2020-w21,2020-w23,2020-w24,2020-w25,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31	1,1,2,3,4,3,7,4,3,5,3,7,3
Amparo	4	2	5	15,17,17,18,20,20,22,22,24,25,26,27	2020-w33,2020-w35,2020-w35,2020-w36,2020-w38,2020-w38,2020-w40,2020-w40,2020-w42,2020-w43,2020-w44,2020-w46	3,3,3,8,7,7,3,3,4,1,4,3
Amparo	4	3	14	29,32,34,34,36,36,38,38,40,40,41,42,44,45,46,47	2020-w48,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w04,2021-w04,2021-w06,2021-w06,2021-w07,2021-w08,2021-w10,2021-w11,2021-w12,2021-w13	3,4,5,5,8,8,7,7,3,3,4,7,7,5,3,2
Amparo	4	4	3	49,52,53,54,55,56,58,60,61	2021-w15,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w26,2021-w28,2021-w30	2,1,1,1,2,3,2,1,3
Bertioga	3	1	9	0,1,2,3,4,6,6,7,9,9,11,11,12,14,16,17,18,19,20,21	2020-w14,2020-w18,2020-w19,2020-w20,2020-w21,2020-w24,2020-w24,2020-w25,2020-w27,2020-w27,2020-w29,2020-w29,2020-w30,2020-w32,2020-w37,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43	1,2,3,5,5,2,2,5,5,5,3,3,4,2,1,4,1,2,1,2
Bertioga	3	2	16	23,25,25,26,27,28,30,30,31,33,33,35,35,36,38,38,40,41,42,43	2020-w47,2020-w50,2020-w50,2020-w51,2020-w52,2021-w01,2021-w03,2021-w03,2021-w04,2021-w06,2021-w06,2021-w08,2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16	3,1,1,1,1,1,1,1,4,4,4,6,6,12,10,10,7,3,5,4
Bertioga	3	3	6	45,46,47,49,51,52	2021-w18,2021-w19,2021-w20,2021-w22,2021-w25,2021-w26	2,6,6,4,2,2
São Sebastião da Grama	1	1	3	0,1,2,4,4,5,7,12,13,14,15	2020-w16,2020-w22,2020-w26,2020-w28,2020-w28,2020-w30,2020-w32,2021-w06,2021-w07,2021-w08,2021-w09	1,1,1,1,1,1,2,4,4,3,6
Valinhos	3	1	29	0,1,4,5,6,7,8,10,10,12,12,14,16,17,18,19,20,21,22,23,24,25,26,27,28	2020-w13,2020-w14,2020-w17,2020-w18,2020-w19,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w25,2020-w27,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41	1,5,1,5,6,11,20,12,12,21,21,21,22,22,20,16,18,8,15,14,12,9,11,7,7
Valinhos	3	2	91	30,31,33,33,34,35,37,37,38,40,40,42,42,44,44,45,47,47,49,49,51,51,53,54,55,56	2020-w43,2020-w44,2020-w46,2020-w46,2020-w47,2020-w48,2020-w50,2020-w50,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w04,2021-w04,2021-w05,2021-w07,2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16	10,10,9,9,11,19,16,16,16,10,10,27,27,29,29,32,25,25,37,37,59,59,43,37,37,25
Valinhos	3	3	57	58,59,61,61,62,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82	2021-w18,2021-w19,2021-w21,2021-w21,2021-w22,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39,2021-w41,2021-w42,2021-w43	28,31,30,30,43,44,41,27,31,30,16,13,16,13,11,9,6,4,6,3,8,1,5,3
Monte Alto	4	1	3	0,1,5,5,7,8,9	2020-w14,2020-w15,2020-w19,2020-w19,2020-w21,2020-w22,2020-w23	1,4,1,1,2,1,5
Monte Alto	4	2	21	11,13,13,14,16,16,17,18,19,21,21,23,23,25,25,27,28,33,34	2020-w25,2020-w27,2020-w27,2020-w28,2020-w30,2020-w30,2020-w31,2020-w32,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w39,2020-w39,2020-w41,2020-w42,2020-w47,2020-w48	4,6,6,6,3,3,6,7,11,8,8,9,9,11,11,5,3,3,5
Monte Alto	4	3	13	36,37,39,39,41,43,44	2020-w50,2020-w51,2020-w53,2020-w53,2021-w02,2021-w04,2021-w05	5,7,7,7,11,12,12
Monte Alto	4	4	36	46,47,49,49,51,51,53,53,55,55,57,57,58,60,60,61,63,64,65,66,67	2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w16,2021-w16,2021-w18,2021-w18,2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	14,14,28,28,23,23,22,22,21,21,19,19,22,24,24,35,28,15,13,12,11
Ferraz de Vasconcelos	3	1	9	0,3,5,5,6,7,9,9,11,11,13,15,16,17,18	2020-w13,2020-w16,2020-w18,2020-w18,2020-w19,2020-w20,2020-w22,2020-w22,2020-w24,2020-w24,2020-w26,2020-w28,2020-w29,2020-w31,2020-w32	3,6,8,8,8,12,7,7,6,6,7,4,4,3,3
Ferraz de Vasconcelos	3	2	4	20,21,22,24,24,26,27,30,31	2020-w34,2020-w35,2020-w36,2020-w38,2020-w38,2020-w40,2020-w41,2020-w44,2020-w46	5,6,8,3,3,3,2,2,2
Ferraz de Vasconcelos	3	3	13	33,35,35,37,38,39,40,41	2020-w48,2020-w51,2020-w51,2021-w09,2021-w10,2021-w11,2021-w12,2021-w13	1,1,1,2,1,4,1,3
Fernandópolis	2	1	14	0,1,2,3,4,6,6,8,8,9,10,12,12,13,15,15,16,18,18,19,21,21,23,26,27,28,29,30,31,32,33,34	2020-w17,2020-w20,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w27,2020-w27,2020-w28,2020-w29,2020-w31,2020-w31,2020-w32,2020-w34,2020-w34,2020-w35,2020-w37,2020-w37,2020-w38,2020-w40,2020-w40,2020-w42,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01	1,1,1,5,10,5,5,6,6,6,11,7,7,12,11,11,12,7,7,10,5,5,10,7,10,8,9,8,4,4,2,6
Fernandópolis	2	2	8	36,38,38,39,40,41,42,43,45,45,47,47,48,50,50,52,55,56,57,58,59,60,61	2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w15,2021-w17,2021-w17,2021-w19,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	6,4,4,4,5,5,13,19,11,11,8,8,9,6,6,7,10,12,5,4,8,7,4
Adamantina	1	1	14	0,1,4,5,6,8,8,10,10,11,13,13,15,15,17,17,18,19,20,21,22,23,24,26,26,27,28,30,30,32,32,34,34,35,36,38,40,41,42	2020-w14,2020-w17,2020-w20,2020-w22,2020-w24,2020-w26,2020-w26,2020-w29,2020-w29,2020-w30,2020-w33,2020-w33,2020-w35,2020-w35,2020-w41,2020-w41,2020-w42,2020-w43,2020-w44,2020-w45,2020-w46,2020-w48,2020-w49,2020-w51,2020-w51,2021-w01,2021-w02,2021-w04,2021-w04,2021-w06,2021-w06,2021-w09,2021-w09,2021-w10,2021-w11,2021-w13,2021-w15,2021-w16,2021-w17	1,3,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,3,4,5,8,3,5,2
Lins	3	1	10	0,1,2,4,4,5,6,7,8,10,13,14,15	2020-w14,2020-w15,2020-w16,2020-w20,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w29,2020-w30,2020-w31	2,2,2,1,1,1,2,2,2,9,12,15,7
Lins	3	2	35	17,20,21,23,23,25,25,27,27,29,29,30,32,32,33,35,35,36,37,39,39,40,42,42,43,44,45,47,47,49,50,51,52,53,54	2020-w33,2020-w36,2020-w37,2020-w39,2020-w39,2020-w41,2020-w41,2020-w43,2020-w43,2020-w45,2020-w45,2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w51,2020-w52,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w10,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	5,3,4,3,3,3,3,6,6,5,5,6,5,5,6,3,3,5,6,7,7,10,11,11,17,20,30,23,23,28,12,19,9,13,11
Lins	3	3	11	56,57,58,59,61,61,63,63,65,66,68,69,70,71	2021-w19,2021-w20,2021-w21,2021-w22,2021-w24,2021-w24,2021-w26,2021-w26,2021-w28,2021-w29,2021-w31,2021-w32,2021-w37,2021-w39	8,8,8,10,5,5,9,9,5,4,3,4,2,2
Araçariguama	3	1	4	0,1,2,3,4,5,6,8,10,11,12,13	2020-w14,2020-w15,2020-w16,2020-w19,2020-w22,2020-w23,2020-w25,2020-w28,2020-w30,2020-w31,2020-w32,2020-w33	1,1,1,1,1,2,2,3,2,2,1,3
Araçariguama	3	2	7	15,16,17,18,19,21,21,23,23,24,25,27,27,29,30,31	2020-w44,2020-w48,2020-w50,2020-w52,2020-w53,2021-w03,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w10,2021-w10,2021-w12,2021-w13,2021-w14	1,1,1,3,3,1,1,1,1,2,3,3,3,5,4,6
Araçariguama	3	3	7	33,37,37,39,39,41,41,43,46,47	2021-w16,2021-w20,2021-w20,2021-w22,2021-w22,2021-w24,2021-w24,2021-w26,2021-w30,2021-w32	4,1,1,5,5,5,5,6,1,3
Votuporanga	4	1	36	0,1,4,5,6,7,8,9,10,11,13,13,14,15,17,18,19,20	2020-w12,2020-w13,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w25,2020-w26,2020-w28,2020-w28,2020-w29,2020-w30,2020-w32,2020-w33,2020-w34,2020-w35	1,3,1,3,8,8,10,11,13,20,24,24,32,34,33,28,38,28
Votuporanga	4	2	34	22,23,24,26,27,28,29	2020-w37,2020-w38,2020-w39,2020-w41,2020-w42,2020-w43,2020-w44	21,25,25,31,16,20,16
